year,result,school,program,full_or_part,scholarship,nationality,UGPA,graduate_gpa,GRE_Q,GRE_V,GRE_AWA,TOEFL,submitted,days_to_result,updated
2025,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,🇮🇳,3.01,3.01,168,163,,,,40,12/5/24
2025,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,🇨🇭,4.0,,167,159,4.0,,,46,12/5/24
2025,Pending,Columbia University,MA in Mathematics of Finance,Full-Time,,🇺🇸,4,3.92,170,158,,,,,12/5/24
2025,Pending,Rutgers University,Master of Quantitative Finance,Full-Time,,🇮🇳,,,158,152,3,,,,12/4/24
2025,Rejected,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇨🇭,4.0,,167,159,4.0,,,100,12/2/24
2025,Pending,Cornell University,Master in Financial Engineering,Full-Time,,🇧🇷,3.80,3.8,170,168,4.5,,,,12/1/24
2025,Enrolled,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,🇮🇳,3.34,,168,157,4.5,,,17,12/1/24
2025,Accepted,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇺🇸,3.88,,165,160,5,,,43,11/27/24
2025,Enrolled,Baruch College,Master in Financial Engineering,Full-Time,,🇮🇳,3.8,,170,159,3.5,107,,81,11/22/24
2025,Pending,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇨🇭,4.0,,167,159,4.0,,,,11/22/24
2025,Accepted,Rutgers University,Master of Quantitative Finance,Full-Time,"$10,000",🇮🇳,3.1,,170,159,3,,,30,11/21/24
2025,Accepted,Rutgers University,Master of Quantitative Finance,Full-Time,,🇮🇳,3.703,3.7,161,153,3,103,,8,11/21/24
2025,Rejected,Stony Brook University,Master in Quantitative Finance,Full-Time,,🇺🇸,2.992,,161,157,4.0,,,41,11/21/24
2025,Accepted,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,🇮🇳,3.7,,170,159,5,,,49,11/20/24
2025,Enrolled,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Part-Time,,🇺🇸,3.72,,,,,,,20,11/20/24
2025,Rejected,Imperial College London,MSc Mathematics and Finance,Part-Time,,🇩🇪,3.4,,,,,,,,11/16/24
2025,Rejected,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,🇺🇸,3.06,,170,159,5,,,48,11/14/24
2025,Rejected,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,🇰🇷,3.76,3.8,170,151,2.5,98,,77,11/14/24
2025,Rejected,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,🇮🇳,3.54,3.33,169,149,3.5,,,42,11/12/24
2025,Rejected,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,🇺🇸,2.992,,161,157,4.0,,,42,11/12/24
2025,Rejected,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,🇺🇸,,,170,160,,,,65,11/6/24
2025,Rejected,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇮🇳,3.5,3.5,170,153,5,111,,,11/6/24
2025,Accepted,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,🇮🇳,4,4,,,,,,32,11/5/24
2025,Rejected,North Carolina State University,Master in Financial Mathematics,Full-Time,,🇺🇸,2.992,,161,157,4.0,,,19,10/30/24
2025,Rejected,"University of California, Berkeley",Master of Financial Engineering,Full-Time,,🇮🇳,3.8,3.6,167,160,4,,,61,10/28/24
2025,Rejected,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇺🇸,2.992,,161,157,4.0,,,18,10/28/24
2025,Accepted,Fordham University,MS in Quantitative Finance,Full-Time,"$25,000",🇺🇸,3.5,,,,,,,40,10/23/24
2025,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇮🇳,3.55,,170,153,,,,,10/17/24
2025,Rejected,Princeton University,Master in Finance,Full-Time,,🇨🇳,3.96,,160,170,4,,,,10/15/24
2025,Rejected,Princeton University,Master in Finance,Full-Time,,🇺🇸,3.7,,168,161,4.5,,,115,10/14/24
2025,Accepted,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇮🇳,3.8,,168,146,,,,67,10/14/24
2025,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,🇺🇸,3.5,,,,,,,65,10/13/24
2025,Enrolled,Johns Hopkins University,Mathematics MSE,Part-Time,,🇮🇳,3.87,4.0,,,,,,20,10/2/24
2024,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇺🇸,3.8,,,,,,,146,9/7/24
2024,Rejected,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇺🇸,3.8,,,,,,,61,9/7/24
2024,Rejected,Princeton University,Master in Finance,Full-Time,,🇺🇸,3.8,,,,,,,61,9/7/24
2024,Enrolled,University of Chicago,MS in Financial Mathematics,Full-Time,"$60,000",🇺🇸,3.8,,,,,,,56,9/7/24
2024,Accepted,Cornell University,Master in Financial Engineering,Full-Time,,🇨🇳,3.97,,170,163,,,,93,9/7/24
2024,Accepted,Columbia University,MS in Financial Economics,Full-Time,,🇨🇳,3.97,,170,163,,,,50,9/7/24
2024,Enrolled,Stevens Institute of Technology,MS in Financial Engineering,Full-Time,,🇮🇳,3.24,,,,,,,40,9/7/24
2024,Accepted,University of Chicago,Master in Finance,Full-Time,,🇨🇳,3.96,,,,,,,34,9/7/24
2024,Accepted,Cornell University,Master in Financial Engineering,Full-Time,"$10,000",🇺🇸,3.99,,170,164,4.0,,,42,9/7/24
2024,Accepted,Yale University,Master in Asset Management,Full-Time,"$20,000",🇺🇸,3.99,,170,164,4.0,,,85,9/7/24
2024,Accepted,University of Chicago,MS in Financial Mathematics,Full-Time,"$55,000",🇺🇸,3.99,,170,164,4.0,,,39,9/7/24
2024,Accepted,Columbia University,Masters in Financial Engineering,Full-Time,,🇺🇸,3.99,,170,164,4.0,,,86,9/7/24
2024,Accepted,Columbia University,MA in Mathematics of Finance,Full-Time,,🇺🇸,3.99,,170,164,4.0,,,66,9/7/24
2024,Accepted,Carnegie Mellon University,MS in Computational Finance,Full-Time,"$15,000",🇺🇸,3.99,,170,164,4.0,,,59,9/7/24
2024,Accepted,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇺🇸,3.99,,170,164,4.0,,,67,9/7/24
2024,Enrolled,Princeton University,Master in Finance,Full-Time,"$15,000",🇺🇸,3.99,,170,164,4.0,,,65,9/7/24
2024,Accepted,New York University,MS in Mathematics in Finance,Full-Time,,🇮🇳,3.87,3.87,165,156,4.5,106,,52,9/7/24
2024,Accepted,University of Chicago,MS in Financial Mathematics,Full-Time,"$28,000",🇺🇸,3.72,,170,161,4,,,411,9/7/24
2024,Enrolled,Columbia University,MS in Financial Economics,Full-Time,,🇨🇳,3.7,,,,,,,48,9/7/24
2024,Enrolled,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇭🇰,3.83,,169,160,,,,84,9/7/24
2024,Enrolled,University of Chicago,Master in Finance,Full-Time,"$15,000",🇺🇸,3.9,3.95,170,166,4,,,143,9/7/24
2024,Enrolled,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇨🇳,3.77,,170,154,4,,,49,9/7/24
2024,Enrolled,University of Toronto,Master of Mathematical Finance,Full-Time,,🇨🇳,3.9,,170,158,,,,74,9/7/24
2024,Accepted,Imperial College London,MSc Mathematics and Finance,Full-Time,,🇨🇳,3.9,,170,158,,,,262,9/7/24
2024,Enrolled,The University of Manchester,Manchester MSc Quantitative Finance,Full-Time,,🇬🇧,4.0,,,,,,,53,9/7/24
2024,Enrolled,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇮🇳,3.37,,170,158,,,,71,9/7/24
2024,Enrolled,"University of California, Los Angeles",Master of Financial Engineering,Full-Time,,🇮🇳,3.4,,164,156,,,,220,9/7/24
2024,Enrolled,Kings' College London,MSc Financial Mathematics,Full-Time,,🇬🇧,,,,,,,,28,9/7/24
2024,Enrolled,University of Chicago,MS in Financial Mathematics,Full-Time,,🇰🇷,3.7,,168,164,,,,81,9/7/24
2024,Enrolled,Columbia University,MA in Mathematics of Finance,Full-Time,,🇺🇸,3.9,,,,,,,54,9/7/24
2024,Enrolled,Princeton University,Master in Finance,Full-Time,,🇮🇳,3.61,,170,160,4,,,73,9/7/24
2024,Enrolled,Yale University,Master in Asset Management,Full-Time,,🇳🇬,3.53,,168,165,4.5,,,78,9/7/24
2024,Enrolled,Boston University,MS in Mathematical Finance and Financial Technology,Full-Time,"$20,000",🇪🇸,3.39,,165,158,3.5,,,35,9/7/24
2024,Rejected,University College London,MSc Computational Finance,Full-Time,,🇪🇸,3.39,,165,158,3.5,,,98,9/7/24
2024,Accepted,"University of California, Los Angeles",Master of Financial Engineering,Full-Time,,,3.4,,170,158,3.5,,,50,9/7/24
2024,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇮🇳,3.42,,170,153,4,,,155,9/7/24
2024,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇮🇳,3.64,,168,165,4.5,,,186,9/7/24
2024,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇨🇳,3.89,,165,154,3,,,155,9/7/24
2024,Rejected,Columbia University,MA in Mathematics of Finance,Full-Time,,🇹🇭,3.62,,165,150,,,,66,9/7/24
2024,Rejected,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇮🇳,3.64,,168,165,4.5,,,152,9/7/24
2024,Enrolled,University of York,MSc Mathematical Finance,Full-Time,,🇬🇧,,,,,,,,225,9/7/24
2024,Enrolled,"University of California, Los Angeles",Master of Financial Engineering,Full-Time,,🇹🇭,3.62,,165,150,,,,48,9/7/24
2024,Accepted,University of Illinois Urbana Champaign,Master of Financial Engineering,Full-Time,,🇹🇭,3.62,,165,150,,,,19,9/7/24
2024,Rejected,University of Chicago,MS in Financial Mathematics,Full-Time,,🇹🇭,3.62,,165,150,,,,50,9/7/24
2024,Accepted,Boston University,MS in Mathematical Finance and Financial Technology,Full-Time,"$30,000",🇹🇭,3.62,,165,150,,,,26,9/7/24
2024,Rejected,Cornell University,Master in Financial Engineering,Full-Time,,🇺🇸,3.65,,170,157,5.5,,,144,9/7/24
2024,Rejected,Princeton University,Master in Finance,Full-Time,,🇺🇸,3.65,,170,157,5.5,,,65,9/7/24
2024,Accepted,"University of California, Los Angeles",Master of Financial Engineering,Full-Time,,🇺🇸,3.65,,170,157,5.5,,,80,9/7/24
2024,Accepted,New York University,MS in Mathematics in Finance,Full-Time,,🇺🇸,3.65,,170,157,5.5,,,54,9/7/24
2024,Accepted,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇺🇸,3.65,,170,157,5.5,,,31,9/7/24
2024,Accepted,University of Chicago,MS in Financial Mathematics,Full-Time,"$27,000",🇺🇸,3.65,,170,157,5.5,,,36,9/7/24
2024,Accepted,Columbia University,Masters in Financial Engineering,Full-Time,,🇺🇸,3.65,,170,157,5.5,,,25,9/7/24
2024,Enrolled,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇺🇸,3.65,,170,157,5.5,,,88,9/7/24
2024,Accepted,Imperial College London,MSc Mathematics and Finance,Full-Time,,,,,,,,,,31,9/7/24
2024,Enrolled,Cornell University,Master in Financial Engineering,Full-Time,,🇮🇹,,,,,,,,125,9/7/24
2024,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇮🇹,,,,,,,,112,9/7/24
2024,Accepted,New York University,MS in Mathematics in Finance,Full-Time,,🇨🇳,3.95,,170,164,,,,93,9/7/24
2024,Enrolled,North Carolina State University,Master in Financial Mathematics,Full-Time,,🇨🇳,,,170,152,3,,,89,9/7/24
2024,Rejected,Princeton University,Master in Finance,Full-Time,,🇫🇷,3.85,,170,163,4,,,70,9/7/24
2024,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,🇫🇷,3.85,,170,163,4,,,43,9/7/24
2024,Accepted,University of Chicago,MS in Financial Mathematics,Full-Time,,🇫🇷,3.85,,170,163,4,,,72,9/7/24
2024,Accepted,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,,,,170,155,4.5,,,68,9/7/24
2024,Accepted,University of Chicago,Master in Finance,Full-Time,"$35,000",🇮🇳,3.78,,168,157,5,,,42,9/7/24
2024,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇮🇳,3.38,,170,156,3.5,,,78,9/7/24
2024,Rejected,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇺🇸,3.65,,166,165,4.5,,,33,9/7/24
2024,Accepted,Stevens Institute of Technology,MS in Financial Engineering,Full-Time,"$14,000",🇺🇸,3.65,,166,165,4.5,,,14,9/7/24
2024,Enrolled,University of Chicago,MS in Financial Mathematics,Full-Time,"$27,000",🇺🇸,3.65,,166,165,4.5,,,50,9/7/24
2024,Accepted,Fordham University,MS in Quantitative Finance,Full-Time,"$30,000",🇺🇸,3.65,,166,165,4.5,,,,9/7/24
2024,Accepted,University of Minnesota,Master of Financial Mathematics,Full-Time,"$10,000",🇺🇸,3.65,,166,165,4.5,,,38,9/7/24
2024,Rejected,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇺🇸,3.65,,166,165,4.5,,,8,9/7/24
2024,Rejected,New York University,MS in Mathematics in Finance,Full-Time,,🇺🇸,3.65,,166,165,4.5,,,67,9/7/24
2024,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇺🇸,3.65,,166,165,4.5,,,123,9/7/24
2024,Rejected,Princeton University,Master in Finance,Full-Time,,🇺🇸,3.65,,166,165,4.5,,,65,9/7/24
2024,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇮🇳,3.8,,,,,,,124,9/7/24
2024,Rejected,University of Chicago,Master in Finance,Full-Time,,🇸🇬,3.75,,170,,,,,45,9/7/24
2024,Rejected,University of Chicago,MS in Financial Mathematics,Full-Time,,🇺🇸,3.4,3.6,170,170,6,,,57,9/7/24
2024,Rejected,University of Chicago,Master in Finance,Full-Time,,🇺🇸,,,,,,,,57,9/7/24
2024,Rejected,University of Chicago,MS in Financial Mathematics,Part-Time,,🇺🇸,,,,,,,,61,9/7/24
2024,Enrolled,Columbia University,MA in Mathematics of Finance,Full-Time,,🇫🇷,3.97,,,,,,,91,9/7/24
2024,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇮🇳,2.84,,167,161,4,,,128,9/7/24
2024,Accepted,Columbia University,MA in Mathematics of Finance,Full-Time,,🇨🇳,3.86,,170,162,4,,,106,9/7/24
2024,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇪🇸,3.39,,165,158,3.5,,,85,9/7/24
2024,Rejected,University of Chicago,MS in Financial Mathematics,Full-Time,,🇻🇳,,,169,157,4.5,,,160,9/7/24
2024,Enrolled,University of Chicago,MS in Financial Mathematics,Full-Time,,🇨🇳,3.96,,,,,,,50,9/7/24
2024,Enrolled,University of Chicago,MS in Financial Mathematics,Full-Time,,,3.62,,,,,,,50,9/7/24
2024,Enrolled,Baruch College,Master in Financial Engineering,Full-Time,,🇨🇳,3.89,,,,,,,48,9/7/24
2024,Enrolled,Baruch College,Master in Financial Engineering,Full-Time,,🇨🇳,3.76,,170,164,4,,,28,9/7/24
2024,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇨🇳,3.85,,170,158,3.5,,,103,9/7/24
2024,Rejected,Cornell University,Master in Financial Engineering,Full-Time,,🇨🇳,3.85,,170,158,3.5,,,125,9/7/24
2024,Accepted,University of Chicago,MS in Financial Mathematics,Full-Time,,🇨🇳,3.85,,170,158,3.5,,,55,9/7/24
2024,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇨🇳,3.85,,170,158,3.5,,,,9/7/24
2024,Enrolled,Baruch College,Master in Financial Engineering,Full-Time,,🇨🇳,3.85,,170,158,3.5,,,42,9/7/24
2024,Enrolled,Baruch College,Master in Financial Engineering,Full-Time,,🇺🇸,3.31,,,,,,,8,9/7/24
2024,Enrolled,Massachusetts Institute of Technology,Massachusetts Institute of Technology Master of Finance,Full-Time,,🇮🇳,3.78,,168,157,5,,,65,9/7/24
2024,Accepted,University of Chicago,MS in Financial Mathematics,Full-Time,"$27,000",,,,,,,,,58,9/7/24
2024,Rejected,University of Chicago,MS in Financial Mathematics,Full-Time,,🇹🇼,3.85,,170,155,4,,,60,9/7/24
2024,Accepted,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇹🇼,3.85,,170,155,4,,,59,9/7/24
2024,Rejected,New York University,MS in Mathematics in Finance,Full-Time,,🇹🇼,3.85,,170,155,4,,,67,9/7/24
2024,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇹🇼,3.85,,170,155,4,,,,9/7/24
2024,Rejected,UZH ETH,MS in Quantitative Finance,Full-Time,,🇹🇼,3.85,,170,155,4,,,73,9/7/24
2024,Rejected,Imperial College London,MSc Mathematics and Finance,Full-Time,,🇹🇼,3.85,,170,155,4,,,65,9/7/24
2024,Accepted,NUS,MS in Financial Engineering,Full-Time,,🇹🇼,3.85,,170,155,4,,,59,9/7/24
2024,Enrolled,Columbia University,Masters in Financial Engineering,Full-Time,,🇮🇳,4,,169,,,,,93,9/7/24
2024,Accepted,NYU Tandon School of Engineering,MS in Financial Engineering,Full-Time,,🇹🇼,,,,,,,,153,9/7/24
2024,Rejected,"University of California, Los Angeles",Master of Financial Engineering,Full-Time,,🇹🇼,,,,,,,,152,9/7/24
2024,Rejected,University of Chicago,Master in Finance,Full-Time,,🇹🇼,,,,,,,,113,9/7/24
2024,Accepted,University of Illinois Urbana Champaign,Master of Financial Engineering,Full-Time,,🇹🇼,,,,,,,,16,9/7/24
2024,Accepted,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,,3.9,,170,154,4,,,147,9/7/24
2024,Enrolled,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇹🇼,,,,,,,,152,9/7/24
2024,Accepted,Rutgers University,Master of Quantitative Finance,Full-Time,,🇹🇼,,,,,,,,3,9/7/24
2024,Enrolled,University of Chicago,MS in Financial Mathematics,Full-Time,,🇨🇦,3.86,,,,,,,36,9/7/24
2024,Accepted,University of Chicago,MS in Financial Mathematics,Full-Time,"$54,000",,3.52,,,,,,,36,9/7/24
2024,Rejected,Baruch College,Master in Financial Engineering,Full-Time,,🇮🇳,4,4,,,,,,23,9/7/24
2024,Accepted,North Carolina State University,Master in Financial Mathematics,Full-Time,,🇮🇳,3.18,,,,,,,95,9/7/24
2024,Enrolled,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,🇮🇳,3.64,,168,165,4.5,,,138,9/7/24
2024,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇨🇳,3.86,,170,161,,,,84,9/7/24
2024,Enrolled,University of Chicago,MS in Financial Mathematics,Full-Time,,,,,,,,,,29,9/7/24
2024,Rejected,Cornell University,Master in Financial Engineering,Full-Time,,,3.65,,,,,,,146,9/7/24
2024,Accepted,Georgia Institute of Technology,MS in Quantitative and Computational Finance,Full-Time,,,3.81,,157,167,4,,,139,9/7/24
2024,Accepted,New York University,MS in Mathematics in Finance,Full-Time,,🇰🇷,3.91,,169,157,,,,74,9/7/24
2024,Rejected,Cornell University,Master in Financial Engineering,Full-Time,,🇨🇳,3.89,,165,154,3,,,143,9/7/24
2024,Rejected,Carnegie Mellon University,MS in Computational Finance,Full-Time,,🇮🇳,3.38,,,,,,,87,9/7/24
2024,Rejected,Princeton University,Master in Finance,Full-Time,,🇮🇳,3.38,,,,,,,65,9/7/24
2024,Rejected,Cornell University,Master in Financial Engineering,Full-Time,,🇮🇳,3.38,,,,,,,,9/7/24
2024,Rejected,Columbia University,Masters in Financial Engineering,Full-Time,,🇮🇳,3.38,,,,,,,,9/7/24
2024,Accepted,Baruch College,Master in Financial Engineering,Full-Time,,,,,,,,,,15,9/7/24
